NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,D5C,D5N,D6C,D6N
3,Unidade da Federação,45,Pessoas,31187,28,Sergipe,1996,1996,93,População residente,1141,5 a 9 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,101242,28,Sergipe,1996,1996,93,População residente,1142,10 a 14 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,67858,28,Sergipe,1996,1996,93,População residente,1142,10 a 14 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,33384,28,Sergipe,1996,1996,93,População residente,1142,10 a 14 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,100481,28,Sergipe,1996,1996,93,População residente,1142,10 a 14 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,68439,28,Sergipe,1996,1996,93,População residente,1142,10 a 14 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,32042,28,Sergipe,1996,1996,93,População residente,1142,10 a 14 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,93288,28,Sergipe,1996,1996,93,População residente,1143,15 a 19 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,63228,28,Sergipe,1996,1996,93,População residente,1143,15 a 19 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,30060,28,Sergipe,1996,1996,93,População residente,1143,15 a 19 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,94318,28,Sergipe,1996,1996,93,População residente,1143,15 a 19 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,67844,28,Sergipe,1996,1996,93,População residente,1143,15 a 19 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,26474,28,Sergipe,1996,1996,93,População residente,1143,15 a 19 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,75922,28,Sergipe,1996,1996,93,População residente,1144,20 a 24 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,52816,28,Sergipe,1996,1996,93,População residente,1144,20 a 24 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,23106,28,Sergipe,1996,1996,93,População residente,1144,20 a 24 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,79453,28,Sergipe,1996,1996,93,População residente,1144,20 a 24 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,59100,28,Sergipe,1996,1996,93,População residente,1144,20 a 24 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,20353,28,Sergipe,1996,1996,93,População residente,1144,20 a 24 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,64751,28,Sergipe,1996,1996,93,População residente,1145,25 a 29 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,47026,28,Sergipe,1996,1996,93,População residente,1145,25 a 29 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,17725,28,Sergipe,1996,1996,93,População residente,1145,25 a 29 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,69120,28,Sergipe,1996,1996,93,População residente,1145,25 a 29 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,52945,28,Sergipe,1996,1996,93,População residente,1145,25 a 29 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,16175,28,Sergipe,1996,1996,93,População residente,1145,25 a 29 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,56620,28,Sergipe,1996,1996,93,População residente,1146,30 a 34 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,42050,28,Sergipe,1996,1996,93,População residente,1146,30 a 34 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,14570,28,Sergipe,1996,1996,93,População residente,1146,30 a 34 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,61555,28,Sergipe,1996,1996,93,População residente,1146,30 a 34 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,47842,28,Sergipe,1996,1996,93,População residente,1146,30 a 34 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,13713,28,Sergipe,1996,1996,93,População residente,1146,30 a 34 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,46316,28,Sergipe,1996,1996,93,População residente,1147,35 a 39 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,34482,28,Sergipe,1996,1996,93,População residente,1147,35 a 39 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,11834,28,Sergipe,1996,1996,93,População residente,1147,35 a 39 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,50082,28,Sergipe,1996,1996,93,População residente,1147,35 a 39 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,38557,28,Sergipe,1996,1996,93,População residente,1147,35 a 39 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,11525,28,Sergipe,1996,1996,93,População residente,1147,35 a 39 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,38527,28,Sergipe,1996,1996,93,População residente,1148,40 a 44 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,28093,28,Sergipe,1996,1996,93,População residente,1148,40 a 44 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,10434,28,Sergipe,1996,1996,93,População residente,1148,40 a 44 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,41168,28,Sergipe,1996,1996,93,População residente,1148,40 a 44 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,31006,28,Sergipe,1996,1996,93,População residente,1148,40 a 44 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,10162,28,Sergipe,1996,1996,93,População residente,1148,40 a 44 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,31163,28,Sergipe,1996,1996,93,População residente,1149,45 a 49 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,21840,28,Sergipe,1996,1996,93,População residente,1149,45 a 49 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,9323,28,Sergipe,1996,1996,93,População residente,1149,45 a 49 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,33433,28,Sergipe,1996,1996,93,População residente,1149,45 a 49 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,24339,28,Sergipe,1996,1996,93,População residente,1149,45 a 49 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,9094,28,Sergipe,1996,1996,93,População residente,1149,45 a 49 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,24658,28,Sergipe,1996,1996,93,População residente,1150,50 a 54 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,16558,28,Sergipe,1996,1996,93,População residente,1150,50 a 54 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,8100,28,Sergipe,1996,1996,93,População residente,1150,50 a 54 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,26944,28,Sergipe,1996,1996,93,População residente,1150,50 a 54 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,19129,28,Sergipe,1996,1996,93,População residente,1150,50 a 54 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,7815,28,Sergipe,1996,1996,93,População residente,1150,50 a 54 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,18819,28,Sergipe,1996,1996,93,População residente,1151,55 a 59 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,12361,28,Sergipe,1996,1996,93,População residente,1151,55 a 59 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,6458,28,Sergipe,1996,1996,93,População residente,1151,55 a 59 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,22221,28,Sergipe,1996,1996,93,População residente,1151,55 a 59 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,15455,28,Sergipe,1996,1996,93,População residente,1151,55 a 59 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,6766,28,Sergipe,1996,1996,93,População residente,1151,55 a 59 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,14937,28,Sergipe,1996,1996,93,População residente,1152,60 a 64 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,9587,28,Sergipe,1996,1996,93,População residente,1152,60 a 64 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,5350,28,Sergipe,1996,1996,93,População residente,1152,60 a 64 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,18782,28,Sergipe,1996,1996,93,População residente,1152,60 a 64 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,13119,28,Sergipe,1996,1996,93,População residente,1152,60 a 64 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,5663,28,Sergipe,1996,1996,93,População residente,1152,60 a 64 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,11973,28,Sergipe,1996,1996,93,População residente,1153,65 a 69 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,7595,28,Sergipe,1996,1996,93,População residente,1153,65 a 69 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,4378,28,Sergipe,1996,1996,93,População residente,1153,65 a 69 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,14983,28,Sergipe,1996,1996,93,População residente,1153,65 a 69 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,10782,28,Sergipe,1996,1996,93,População residente,1153,65 a 69 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,4201,28,Sergipe,1996,1996,93,População residente,1153,65 a 69 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,24005,28,Sergipe,1996,1996,93,População residente,3244,70 anos ou mais,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,15041,28,Sergipe,1996,1996,93,População residente,3244,70 anos ou mais,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,8964,28,Sergipe,1996,1996,93,População residente,3244,70 anos ou mais,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,28650,28,Sergipe,1996,1996,93,População residente,3244,70 anos ou mais,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,20696,28,Sergipe,1996,1996,93,População residente,3244,70 anos ou mais,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,7954,28,Sergipe,1996,1996,93,População residente,3244,70 anos ou mais,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,2739,28,Sergipe,1996,1996,93,População residente,3245,Idade ignorada,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,1592,28,Sergipe,1996,1996,93,População residente,3245,Idade ignorada,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,1147,28,Sergipe,1996,1996,93,População residente,3245,Idade ignorada,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,2893,28,Sergipe,1996,1996,93,População residente,3245,Idade ignorada,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,1771,28,Sergipe,1996,1996,93,População residente,3245,Idade ignorada,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,1122,28,Sergipe,1996,1996,93,População residente,3245,Idade ignorada,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,6183091,29,Bahia,1996,1996,93,População residente,0,Total,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,3756902,29,Bahia,1996,1996,93,População residente,0,Total,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,2426189,29,Bahia,1996,1996,93,População residente,0,Total,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,6358584,29,Bahia,1996,1996,93,População residente,0,Total,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,4069941,29,Bahia,1996,1996,93,População residente,0,Total,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,2288643,29,Bahia,1996,1996,93,População residente,0,Total,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,668230,29,Bahia,1996,1996,93,População residente,1140,0 a 4 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,389216,29,Bahia,1996,1996,93,População residente,1140,0 a 4 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,279014,29,Bahia,1996,1996,93,População residente,1140,0 a 4 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,652544,29,Bahia,1996,1996,93,População residente,1140,0 a 4 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,378883,29,Bahia,1996,1996,93,População residente,1140,0 a 4 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,273661,29,Bahia,1996,1996,93,População residente,1140,0 a 4 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,725522,29,Bahia,1996,1996,93,População residente,1141,5 a 9 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,416406,29,Bahia,1996,1996,93,População residente,1141,5 a 9 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,309116,29,Bahia,1996,1996,93,População residente,1141,5 a 9 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,707383,29,Bahia,1996,1996,93,População residente,1141,5 a 9 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,407548,29,Bahia,1996,1996,93,População residente,1141,5 a 9 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,299835,29,Bahia,1996,1996,93,População residente,1141,5 a 9 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,816639,29,Bahia,1996,1996,93,População residente,1142,10 a 14 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,484643,29,Bahia,1996,1996,93,População residente,1142,10 a 14 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,331996,29,Bahia,1996,1996,93,População residente,1142,10 a 14 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,806351,29,Bahia,1996,1996,93,População residente,1142,10 a 14 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,492178,29,Bahia,1996,1996,93,População residente,1142,10 a 14 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,314173,29,Bahia,1996,1996,93,População residente,1142,10 a 14 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,760214,29,Bahia,1996,1996,93,População residente,1143,15 a 19 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,465240,29,Bahia,1996,1996,93,População residente,1143,15 a 19 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,294974,29,Bahia,1996,1996,93,População residente,1143,15 a 19 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,751750,29,Bahia,1996,1996,93,População residente,1143,15 a 19 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,494448,29,Bahia,1996,1996,93,População residente,1143,15 a 19 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,257302,29,Bahia,1996,1996,93,População residente,1143,15 a 19 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,570541,29,Bahia,1996,1996,93,População residente,1144,20 a 24 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,361233,29,Bahia,1996,1996,93,População residente,1144,20 a 24 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,209308,29,Bahia,1996,1996,93,População residente,1144,20 a 24 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,588896,29,Bahia,1996,1996,93,População residente,1144,20 a 24 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,399190,29,Bahia,1996,1996,93,População residente,1144,20 a 24 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,189706,29,Bahia,1996,1996,93,População residente,1144,20 a 24 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,475410,29,Bahia,1996,1996,93,População residente,1145,25 a 29 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,304371,29,Bahia,1996,1996,93,População residente,1145,25 a 29 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,171039,29,Bahia,1996,1996,93,População residente,1145,25 a 29 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,502138,29,Bahia,1996,1996,93,População residente,1145,25 a 29 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,343712,29,Bahia,1996,1996,93,População residente,1145,25 a 29 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,158426,29,Bahia,1996,1996,93,População residente,1145,25 a 29 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,417612,29,Bahia,1996,1996,93,População residente,1146,30 a 34 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,274587,29,Bahia,1996,1996,93,População residente,1146,30 a 34 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,143025,29,Bahia,1996,1996,93,População residente,1146,30 a 34 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,446854,29,Bahia,1996,1996,93,População residente,1146,30 a 34 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,311833,29,Bahia,1996,1996,93,População residente,1146,30 a 34 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,135021,29,Bahia,1996,1996,93,População residente,1146,30 a 34 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,368906,29,Bahia,1996,1996,93,População residente,1147,35 a 39 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,241055,29,Bahia,1996,1996,93,População residente,1147,35 a 39 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,127851,29,Bahia,1996,1996,93,População residente,1147,35 a 39 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,390820,29,Bahia,1996,1996,93,População residente,1147,35 a 39 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,270322,29,Bahia,1996,1996,93,População residente,1147,35 a 39 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,120498,29,Bahia,1996,1996,93,População residente,1147,35 a 39 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,301381,29,Bahia,1996,1996,93,População residente,1148,40 a 44 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,196139,29,Bahia,1996,1996,93,População residente,1148,40 a 44 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,105242,29,Bahia,1996,1996,93,População residente,1148,40 a 44 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,318326,29,Bahia,1996,1996,93,População residente,1148,40 a 44 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,217037,29,Bahia,1996,1996,93,População residente,1148,40 a 44 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,101289,29,Bahia,1996,1996,93,População residente,1148,40 a 44 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,256775,29,Bahia,1996,1996,93,População residente,1149,45 a 49 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,158016,29,Bahia,1996,1996,93,População residente,1149,45 a 49 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,98759,29,Bahia,1996,1996,93,População residente,1149,45 a 49 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,267714,29,Bahia,1996,1996,93,População residente,1149,45 a 49 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,174509,29,Bahia,1996,1996,93,População residente,1149,45 a 49 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,93205,29,Bahia,1996,1996,93,População residente,1149,45 a 49 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,203659,29,Bahia,1996,1996,93,População residente,1150,50 a 54 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,120762,29,Bahia,1996,1996,93,População residente,1150,50 a 54 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,82897,29,Bahia,1996,1996,93,População residente,1150,50 a 54 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,216121,29,Bahia,1996,1996,93,População residente,1150,50 a 54 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,136459,29,Bahia,1996,1996,93,População residente,1150,50 a 54 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,79662,29,Bahia,1996,1996,93,População residente,1150,50 a 54 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,166298,29,Bahia,1996,1996,93,População residente,1151,55 a 59 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,94497,29,Bahia,1996,1996,93,População residente,1151,55 a 59 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,71801,29,Bahia,1996,1996,93,População residente,1151,55 a 59 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,188204,29,Bahia,1996,1996,93,População residente,1151,55 a 59 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,116020,29,Bahia,1996,1996,93,População residente,1151,55 a 59 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,72184,29,Bahia,1996,1996,93,População residente,1151,55 a 59 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,131255,29,Bahia,1996,1996,93,População residente,1152,60 a 64 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,74480,29,Bahia,1996,1996,93,População residente,1152,60 a 64 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,56775,29,Bahia,1996,1996,93,População residente,1152,60 a 64 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,150076,29,Bahia,1996,1996,93,População residente,1152,60 a 64 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,95217,29,Bahia,1996,1996,93,População residente,1152,60 a 64 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,54859,29,Bahia,1996,1996,93,População residente,1152,60 a 64 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,107957,29,Bahia,1996,1996,93,População residente,1153,65 a 69 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,60422,29,Bahia,1996,1996,93,População residente,1153,65 a 69 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,47535,29,Bahia,1996,1996,93,População residente,1153,65 a 69 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,123023,29,Bahia,1996,1996,93,População residente,1153,65 a 69 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,78009,29,Bahia,1996,1996,93,População residente,1153,65 a 69 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,45014,29,Bahia,1996,1996,93,População residente,1153,65 a 69 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,196493,29,Bahia,1996,1996,93,População residente,3244,70 anos ou mais,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,107591,29,Bahia,1996,1996,93,População residente,3244,70 anos ou mais,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,88902,29,Bahia,1996,1996,93,População residente,3244,70 anos ou mais,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,230908,29,Bahia,1996,1996,93,População residente,3244,70 anos ou mais,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,145314,29,Bahia,1996,1996,93,População residente,3244,70 anos ou mais,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,85594,29,Bahia,1996,1996,93,População residente,3244,70 anos ou mais,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,16199,29,Bahia,1996,1996,93,População residente,3245,Idade ignorada,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,8244,29,Bahia,1996,1996,93,População residente,3245,Idade ignorada,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,7955,29,Bahia,1996,1996,93,População residente,3245,Idade ignorada,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,17476,29,Bahia,1996,1996,93,População residente,3245,Idade ignorada,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,9262,29,Bahia,1996,1996,93,População residente,3245,Idade ignorada,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,8214,29,Bahia,1996,1996,93,População residente,3245,Idade ignorada,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,8259009,31,Minas Gerais,1996,1996,93,População residente,0,Total,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,6363301,31,Minas Gerais,1996,1996,93,População residente,0,Total,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,1895708,31,Minas Gerais,1996,1996,93,População residente,0,Total,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,8413604,31,Minas Gerais,1996,1996,93,População residente,0,Total,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,6710551,31,Minas Gerais,1996,1996,93,População residente,0,Total,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,1703053,31,Minas Gerais,1996,1996,93,População residente,0,Total,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,805110,31,Minas Gerais,1996,1996,93,População residente,1140,0 a 4 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,609500,31,Minas Gerais,1996,1996,93,População residente,1140,0 a 4 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,195610,31,Minas Gerais,1996,1996,93,População residente,1140,0 a 4 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,779490,31,Minas Gerais,1996,1996,93,População residente,1140,0 a 4 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,590023,31,Minas Gerais,1996,1996,93,População residente,1140,0 a 4 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,189467,31,Minas Gerais,1996,1996,93,População residente,1140,0 a 4 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,863983,31,Minas Gerais,1996,1996,93,População residente,1141,5 a 9 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,652830,31,Minas Gerais,1996,1996,93,População residente,1141,5 a 9 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,211153,31,Minas Gerais,1996,1996,93,População residente,1141,5 a 9 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,835624,31,Minas Gerais,1996,1996,93,População residente,1141,5 a 9 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,634715,31,Minas Gerais,1996,1996,93,População residente,1141,5 a 9 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,200909,31,Minas Gerais,1996,1996,93,População residente,1141,5 a 9 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,920559,31,Minas Gerais,1996,1996,93,População residente,1142,10 a 14 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,696287,31,Minas Gerais,1996,1996,93,População residente,1142,10 a 14 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,224272,31,Minas Gerais,1996,1996,93,População residente,1142,10 a 14 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,897291,31,Minas Gerais,1996,1996,93,População residente,1142,10 a 14 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,688059,31,Minas Gerais,1996,1996,93,População residente,1142,10 a 14 anos,5,Mulheres,1,Urbana
